dataset,task_id,classes,predictors,fold,model,roc_auc,accuracy,precision,recall,f1,specificity,auprc,cross_entropy,brier,support_positive_pct,query_positive_pct,fit_seconds,predict_seconds,inputs,labels,contamination,context_contaminated_rows,query_contaminated_rows,train_rows,test_rows
Amazon_employee_access,363613,2,9,4,curriculum,0.5685064935064935,0.941320293398533,0.941320293398533,1.0,0.9697732997481109,0.0,0.9548902443331437,0.22561904940645153,0.0555398555988277,94.20378279438683,94.13202933985329,0.3241844850126654,,preprocessed,real,0.0,0,0,1639,409
Amazon_employee_access,363613,2,9,5,plain,0.3032167530224525,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9107814565738219,0.22678977773740497,0.055609214630499976,94.2002442002442,94.14634146341463,0.3210058610420674,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,5,mixed,0.3476899827288429,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9188759073190798,0.22796279068366454,0.055832703814907104,94.2002442002442,94.14634146341463,0.3246045629493892,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,5,curriculum,0.4745250431778929,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9389449362424442,0.22685590443586878,0.05568101468548796,94.2002442002442,94.14634146341463,0.32156556309200823,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,6,plain,0.38849309153713296,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.927432831029622,0.22811270679138881,0.05595384635604063,94.2002442002442,94.14634146341463,0.32161463191732764,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,6,mixed,0.35551597582037997,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9242158653480029,0.22891021495023836,0.05601644069383748,94.2002442002442,94.14634146341463,0.32119675097055733,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,6,curriculum,0.4301597582037996,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9382774067759614,0.22844203658152007,0.05598444281565281,94.2002442002442,94.14634146341463,0.32116625597700477,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,7,plain,0.4315630397236615,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9422141331115834,0.22725922387015374,0.05579800705218775,94.2002442002442,94.14634146341463,0.32077332003973424,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,7,mixed,0.3656088082901554,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9042493551854215,0.22805788892369094,0.05586491133379246,94.2002442002442,94.14634146341463,0.32132952893152833,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,7,curriculum,0.5109024179620034,0.9414634146341463,0.9414634146341463,1.0,0.9698492462311558,0.0,0.9459407635556597,0.22658585788443353,0.05568153740292217,94.2002442002442,94.14634146341463,0.3207571799866855,,preprocessed,real,0.0,0,0,1638,410
Amazon_employee_access,363613,2,9,8,plain,0.3623563865735526,0.9437652811735942,0.9437652811735942,1.0,0.9710691823899371,0.0,0.9241137578655512,0.22171109373093265,0.05383921472883009,94.14276998169616,94.37652811735941,0.3243863800307736,,preprocessed,real,0.0,0,0,1639,409
Amazon_employee_access,363613,2,9,8,mixed,0.43365622888037847,0.9437652811735942,0.9437652811735942,1.0,0.9710691823899371,0.0,0.93371348189492,0.22199367298353326,0.053860394228682676,94.14276998169616,94.37652811735941,0.3254587760893628,,preprocessed,real,0.0,0,0,1639,409
Amazon_employee_access,363613,2,9,8,curriculum,0.45911241270556435,0.9437652811735942,0.9437652811735942,1.0,0.9710691823899371,0.0,0.9471369604096127,0.22133360192139495,0.05378484209958221,94.14276998169616,94.37652811735941,0.32468411105219275,,preprocessed,real,0.0,0,0,1639,409
